Name,ExecutionTimeInSeconds,TestDistribution
TestCase1285,31,%Large_75_%Small_25
TestCase72,24,%Large_75_%Small_25
TestCase1122,7,%Large_75_%Small_25
TestCase103,11,%Large_75_%Small_25
TestCase2421,39,%Large_75_%Small_25
TestCase1342,29,%Large_75_%Small_25
TestCase606,6,%Large_75_%Small_25
TestCase268,26,%Large_75_%Small_25
TestCase780,5,%Large_75_%Small_25
TestCase62,50,%Large_75_%Small_25
TestCase419,5,%Large_75_%Small_25
TestCase3315,48,%Large_75_%Small_25
TestCase1154,37,%Large_75_%Small_25
TestCase2502,53,%Large_75_%Small_25
TestCase1738,48,%Large_75_%Small_25
TestCase2741,24,%Large_75_%Small_25
TestCase2459,43,%Large_75_%Small_25
TestCase3621,56,%Large_75_%Small_25
TestCase1484,29,%Large_75_%Small_25
TestCase1734,20,%Large_75_%Small_25
TestCase291,3,%Large_75_%Small_25
TestCase3313,19,%Large_75_%Small_25
TestCase3056,26,%Large_75_%Small_25
TestCase1156,45,%Large_75_%Small_25
TestCase162,5,%Large_75_%Small_25
TestCase1539,27,%Large_75_%Small_25
TestCase1623,59,%Large_75_%Small_25
TestCase115,1,%Large_75_%Small_25
TestCase1204,7,%Large_75_%Small_25
TestCase244,50,%Large_75_%Small_25
TestCase1908,49,%Large_75_%Small_25
TestCase807,59,%Large_75_%Small_25
TestCase732,2,%Large_75_%Small_25
TestCase933,13,%Large_75_%Small_25
TestCase313,7,%Large_75_%Small_25
TestCase1159,39,%Large_75_%Small_25
TestCase2071,34,%Large_75_%Small_25
TestCase760,52,%Large_75_%Small_25
TestCase117,4,%Large_75_%Small_25
TestCase92,1,%Large_75_%Small_25
TestCase881,37,%Large_75_%Small_25
TestCase2677,14,%Large_75_%Small_25
TestCase399,7,%Large_75_%Small_25
TestCase2161,24,%Large_75_%Small_25
TestCase2082,49,%Large_75_%Small_25
TestCase142,7,%Large_75_%Small_25
TestCase2890,26,%Large_75_%Small_25
TestCase2872,23,%Large_75_%Small_25
TestCase2907,11,%Large_75_%Small_25
TestCase1847,28,%Large_75_%Small_25
TestCase967,2,%Large_75_%Small_25
TestCase3305,41,%Large_75_%Small_25
TestCase2320,36,%Large_75_%Small_25
TestCase3303,41,%Large_75_%Small_25
TestCase801,28,%Large_75_%Small_25
TestCase835,19,%Large_75_%Small_25
TestCase2690,13,%Large_75_%Small_25
TestCase122,3,%Large_75_%Small_25
TestCase155,1,%Large_75_%Small_25
TestCase1149,24,%Large_75_%Small_25
TestCase2169,31,%Large_75_%Small_25
TestCase362,37,%Large_75_%Small_25
TestCase2492,31,%Large_75_%Small_25
TestCase3405,56,%Large_75_%Small_25
TestCase3643,57,%Large_75_%Small_25
TestCase2843,45,%Large_75_%Small_25
TestCase632,10,%Large_75_%Small_25
TestCase1949,30,%Large_75_%Small_25
TestCase1031,6,%Large_75_%Small_25
TestCase827,4,%Large_75_%Small_25
TestCase331,24,%Large_75_%Small_25
TestCase2887,12,%Large_75_%Small_25
TestCase448,20,%Large_75_%Small_25
TestCase2144,14,%Large_75_%Small_25
TestCase687,7,%Large_75_%Small_25
TestCase3587,57,%Large_75_%Small_25
TestCase1059,43,%Large_75_%Small_25
TestCase3458,58,%Large_75_%Small_25
TestCase552,8,%Large_75_%Small_25
TestCase285,1,%Large_75_%Small_25
TestCase112,40,%Large_75_%Small_25
TestCase1158,1,%Large_75_%Small_25
TestCase2884,23,%Large_75_%Small_25
TestCase324,2,%Large_75_%Small_25
TestCase105,3,%Large_75_%Small_25
TestCase1909,30,%Large_75_%Small_25
TestCase3705,25,%Large_75_%Small_25
TestCase424,5,%Large_75_%Small_25
TestCase3174,23,%Large_75_%Small_25
TestCase3298,58,%Large_75_%Small_25
TestCase552,16,%Large_75_%Small_25
TestCase1532,34,%Large_75_%Small_25
TestCase534,5,%Large_75_%Small_25
TestCase2089,50,%Large_75_%Small_25
TestCase777,5,%Large_75_%Small_25
TestCase2445,41,%Large_75_%Small_25
TestCase1222,31,%Large_75_%Small_25
TestCase1072,8,%Large_75_%Small_25
TestCase1027,57,%Large_75_%Small_25
TestCase1160,6,%Large_75_%Small_25
TestCase2561,48,%Large_75_%Small_25
TestCase716,56,%Large_75_%Small_25
TestCase917,10,%Large_75_%Small_25
TestCase2429,35,%Large_75_%Small_25
TestCase768,44,%Large_75_%Small_25
TestCase1091,10,%Large_75_%Small_25
TestCase137,57,%Large_75_%Small_25
TestCase154,1,%Large_75_%Small_25
TestCase1938,17,%Large_75_%Small_25
TestCase2336,36,%Large_75_%Small_25
TestCase224,9,%Large_75_%Small_25
TestCase2443,35,%Large_75_%Small_25
TestCase688,5,%Large_75_%Small_25
TestCase3749,53,%Large_75_%Small_25
TestCase625,4,%Large_75_%Small_25
TestCase287,18,%Large_75_%Small_25
TestCase3152,46,%Large_75_%Small_25
TestCase542,7,%Large_75_%Small_25
TestCase3327,20,%Large_75_%Small_25
TestCase2148,23,%Large_75_%Small_25
TestCase3748,19,%Large_75_%Small_25
TestCase587,7,%Large_75_%Small_25
TestCase683,1,%Large_75_%Small_25
TestCase956,28,%Large_75_%Small_25
TestCase918,46,%Large_75_%Small_25
TestCase1479,27,%Large_75_%Small_25
TestCase1665,45,%Large_75_%Small_25
TestCase1822,20,%Large_75_%Small_25
TestCase1879,34,%Large_75_%Small_25
TestCase1865,60,%Large_75_%Small_25
TestCase863,3,%Large_75_%Small_25
TestCase1697,40,%Large_75_%Small_25
TestCase800,4,%Large_75_%Small_25
TestCase982,2,%Large_75_%Small_25
TestCase873,14,%Large_75_%Small_25
TestCase882,12,%Large_75_%Small_25
TestCase2172,47,%Large_75_%Small_25
TestCase791,3,%Large_75_%Small_25
TestCase2761,50,%Large_75_%Small_25
TestCase862,6,%Large_75_%Small_25
TestCase1032,3,%Large_75_%Small_25
TestCase99,2,%Large_75_%Small_25
TestCase1207,3,%Large_75_%Small_25
TestCase565,9,%Large_75_%Small_25
TestCase2560,31,%Large_75_%Small_25
TestCase3279,41,%Large_75_%Small_25
TestCase3691,34,%Large_75_%Small_25
TestCase3504,13,%Large_75_%Small_25
TestCase3593,56,%Large_75_%Small_25
TestCase2968,48,%Large_75_%Small_25
TestCase173,10,%Large_75_%Small_25
TestCase2393,23,%Large_75_%Small_25
TestCase3033,54,%Large_75_%Small_25
TestCase1012,6,%Large_75_%Small_25
TestCase71,22,%Large_75_%Small_25
TestCase2108,19,%Large_75_%Small_25
TestCase3038,48,%Large_75_%Small_25
TestCase501,4,%Large_75_%Small_25
TestCase63,55,%Large_75_%Small_25
TestCase2182,35,%Large_75_%Small_25
TestCase1003,35,%Large_75_%Small_25
TestCase415,17,%Large_75_%Small_25
TestCase3018,55,%Large_75_%Small_25
TestCase1113,34,%Large_75_%Small_25
TestCase427,43,%Large_75_%Small_25
TestCase378,51,%Large_75_%Small_25
TestCase737,19,%Large_75_%Small_25
TestCase3384,36,%Large_75_%Small_25
TestCase1890,46,%Large_75_%Small_25
TestCase2507,21,%Large_75_%Small_25
TestCase2839,44,%Large_75_%Small_25
TestCase2684,20,%Large_75_%Small_25
TestCase591,4,%Large_75_%Small_25
TestCase2847,50,%Large_75_%Small_25
TestCase317,37,%Large_75_%Small_25
TestCase506,2,%Large_75_%Small_25
TestCase179,6,%Large_75_%Small_25
TestCase3225,39,%Large_75_%Small_25
TestCase555,2,%Large_75_%Small_25
TestCase2025,18,%Large_75_%Small_25
TestCase3746,26,%Large_75_%Small_25
TestCase433,8,%Large_75_%Small_25
TestCase2952,44,%Large_75_%Small_25
TestCase722,45,%Large_75_%Small_25
TestCase990,50,%Large_75_%Small_25
TestCase2481,55,%Large_75_%Small_25
TestCase50,8,%Large_75_%Small_25
TestCase1272,25,%Large_75_%Small_25
TestCase26,6,%Large_75_%Small_25
TestCase557,6,%Large_75_%Small_25
TestCase3247,46,%Large_75_%Small_25
TestCase3565,45,%Large_75_%Small_25
TestCase1810,46,%Large_75_%Small_25
TestCase2543,20,%Large_75_%Small_25
TestCase1097,52,%Large_75_%Small_25
TestCase1148,4,%Large_75_%Small_25
TestCase1363,39,%Large_75_%Small_25
TestCase175,10,%Large_75_%Small_25
TestCase1856,42,%Large_75_%Small_25
TestCase654,36,%Large_75_%Small_25
TestCase3360,39,%Large_75_%Small_25
TestCase815,48,%Large_75_%Small_25
TestCase554,23,%Large_75_%Small_25
TestCase3186,55,%Large_75_%Small_25
TestCase1821,24,%Large_75_%Small_25
TestCase2136,11,%Large_75_%Small_25
TestCase2891,47,%Large_75_%Small_25
TestCase31,9,%Large_75_%Small_25
TestCase56,32,%Large_75_%Small_25
TestCase2722,16,%Large_75_%Small_25
TestCase3652,29,%Large_75_%Small_25
TestCase1039,2,%Large_75_%Small_25
TestCase3057,53,%Large_75_%Small_25
TestCase989,28,%Large_75_%Small_25
TestCase781,1,%Large_75_%Small_25
TestCase841,1,%Large_75_%Small_25
TestCase1389,31,%Large_75_%Small_25
TestCase660,16,%Large_75_%Small_25
TestCase3341,49,%Large_75_%Small_25
TestCase127,2,%Large_75_%Small_25
TestCase423,5,%Large_75_%Small_25
TestCase1341,40,%Large_75_%Small_25
TestCase3626,47,%Large_75_%Small_25
TestCase230,7,%Large_75_%Small_25
TestCase2271,16,%Large_75_%Small_25
TestCase2081,49,%Large_75_%Small_25
TestCase1854,42,%Large_75_%Small_25
TestCase2780,23,%Large_75_%Small_25
TestCase2857,22,%Large_75_%Small_25
TestCase3000,26,%Large_75_%Small_25
TestCase544,28,%Large_75_%Small_25
TestCase2538,16,%Large_75_%Small_25
TestCase687,41,%Large_75_%Small_25
TestCase118,54,%Large_75_%Small_25
TestCase926,57,%Large_75_%Small_25
TestCase1514,49,%Large_75_%Small_25
TestCase1245,24,%Large_75_%Small_25
TestCase381,9,%Large_75_%Small_25
TestCase643,29,%Large_75_%Small_25
TestCase573,45,%Large_75_%Small_25
TestCase3693,28,%Large_75_%Small_25
TestCase3558,39,%Large_75_%Small_25
TestCase1490,56,%Large_75_%Small_25
TestCase3331,38,%Large_75_%Small_25
TestCase1312,12,%Large_75_%Small_25
TestCase250,3,%Large_75_%Small_25
TestCase696,56,%Large_75_%Small_25
TestCase2987,34,%Large_75_%Small_25
TestCase975,7,%Large_75_%Small_25
TestCase1522,20,%Large_75_%Small_25
TestCase562,5,%Large_75_%Small_25
TestCase1802,58,%Large_75_%Small_25
TestCase1752,37,%Large_75_%Small_25
TestCase1766,40,%Large_75_%Small_25
TestCase1944,14,%Large_75_%Small_25
TestCase640,16,%Large_75_%Small_25
TestCase1203,1,%Large_75_%Small_25
TestCase2103,40,%Large_75_%Small_25
TestCase3055,12,%Large_75_%Small_25
TestCase724,8,%Large_75_%Small_25
TestCase3228,26,%Large_75_%Small_25
TestCase2805,52,%Large_75_%Small_25
TestCase561,6,%Large_75_%Small_25
TestCase3503,55,%Large_75_%Small_25
TestCase1400,21,%Large_75_%Small_25
TestCase1846,49,%Large_75_%Small_25
TestCase1721,13,%Large_75_%Small_25
TestCase156,15,%Large_75_%Small_25
TestCase1736,20,%Large_75_%Small_25
TestCase215,6,%Large_75_%Small_25
TestCase118,8,%Large_75_%Small_25
TestCase1597,45,%Large_75_%Small_25
TestCase98,12,%Large_75_%Small_25
TestCase727,39,%Large_75_%Small_25
TestCase457,4,%Large_75_%Small_25
TestCase3703,27,%Large_75_%Small_25
TestCase292,39,%Large_75_%Small_25
TestCase86,35,%Large_75_%Small_25
TestCase2640,48,%Large_75_%Small_25
TestCase1425,44,%Large_75_%Small_25
TestCase3569,28,%Large_75_%Small_25
TestCase2074,46,%Large_75_%Small_25
TestCase879,55,%Large_75_%Small_25
TestCase973,15,%Large_75_%Small_25
TestCase499,41,%Large_75_%Small_25
TestCase798,3,%Large_75_%Small_25
TestCase1194,23,%Large_75_%Small_25
TestCase2058,47,%Large_75_%Small_25
TestCase2697,17,%Large_75_%Small_25
TestCase3370,39,%Large_75_%Small_25
TestCase709,5,%Large_75_%Small_25
TestCase2465,41,%Large_75_%Small_25
TestCase25,16,%Large_75_%Small_25
TestCase1996,39,%Large_75_%Small_25
TestCase420,1,%Large_75_%Small_25
TestCase1915,47,%Large_75_%Small_25
TestCase1459,12,%Large_75_%Small_25
TestCase357,39,%Large_75_%Small_25
TestCase3739,11,%Large_75_%Small_25
TestCase701,14,%Large_75_%Small_25
TestCase447,5,%Large_75_%Small_25
TestCase1621,19,%Large_75_%Small_25
TestCase3521,21,%Large_75_%Small_25
TestCase246,6,%Large_75_%Small_25
TestCase129,7,%Large_75_%Small_25
TestCase1953,45,%Large_75_%Small_25
TestCase3491,16,%Large_75_%Small_25
TestCase2491,13,%Large_75_%Small_25
TestCase1551,45,%Large_75_%Small_25
TestCase1403,58,%Large_75_%Small_25
TestCase3538,29,%Large_75_%Small_25
TestCase3085,55,%Large_75_%Small_25
TestCase2247,52,%Large_75_%Small_25
TestCase1236,6,%Large_75_%Small_25
TestCase2914,23,%Large_75_%Small_25
TestCase2173,34,%Large_75_%Small_25
TestCase782,4,%Large_75_%Small_25
TestCase2671,43,%Large_75_%Small_25
TestCase1097,1,%Large_75_%Small_25
TestCase643,5,%Large_75_%Small_25
TestCase1020,2,%Large_75_%Small_25
TestCase3271,57,%Large_75_%Small_25
TestCase1374,45,%Large_75_%Small_25
TestCase125,9,%Large_75_%Small_25
TestCase452,6,%Large_75_%Small_25
TestCase691,5,%Large_75_%Small_25
TestCase1813,51,%Large_75_%Small_25
TestCase611,36,%Large_75_%Small_25
TestCase204,3,%Large_75_%Small_25
TestCase2798,32,%Large_75_%Small_25
TestCase2229,53,%Large_75_%Small_25
TestCase2075,42,%Large_75_%Small_25
TestCase2673,41,%Large_75_%Small_25
TestCase3737,41,%Large_75_%Small_25
TestCase2654,52,%Large_75_%Small_25
TestCase178,7,%Large_75_%Small_25
TestCase806,48,%Large_75_%Small_25
TestCase1594,11,%Large_75_%Small_25
TestCase1981,40,%Large_75_%Small_25
TestCase2435,25,%Large_75_%Small_25
TestCase472,6,%Large_75_%Small_25
TestCase2997,17,%Large_75_%Small_25
TestCase1227,5,%Large_75_%Small_25
TestCase859,48,%Large_75_%Small_25
TestCase229,11,%Large_75_%Small_25
TestCase409,27,%Large_75_%Small_25
TestCase2657,36,%Large_75_%Small_25
TestCase3272,46,%Large_75_%Small_25
TestCase736,42,%Large_75_%Small_25
TestCase3685,43,%Large_75_%Small_25
TestCase3302,45,%Large_75_%Small_25
TestCase3476,19,%Large_75_%Small_25
TestCase613,16,%Large_75_%Small_25
TestCase1131,9,%Large_75_%Small_25
TestCase20,3,%Large_75_%Small_25
TestCase2530,60,%Large_75_%Small_25
TestCase2477,31,%Large_75_%Small_25
TestCase3533,57,%Large_75_%Small_25
TestCase1526,44,%Large_75_%Small_25
TestCase2497,57,%Large_75_%Small_25
TestCase743,2,%Large_75_%Small_25
TestCase1380,40,%Large_75_%Small_25
TestCase1632,24,%Large_75_%Small_25
TestCase3213,11,%Large_75_%Small_25
TestCase3599,60,%Large_75_%Small_25
TestCase182,4,%Large_75_%Small_25
TestCase3266,15,%Large_75_%Small_25
TestCase955,32,%Large_75_%Small_25
TestCase2918,44,%Large_75_%Small_25
TestCase2973,29,%Large_75_%Small_25
TestCase214,9,%Large_75_%Small_25
TestCase981,10,%Large_75_%Small_25
TestCase1199,58,%Large_75_%Small_25
TestCase2795,30,%Large_75_%Small_25
TestCase2904,13,%Large_75_%Small_25
TestCase1231,54,%Large_75_%Small_25
TestCase188,1,%Large_75_%Small_25
TestCase1023,7,%Large_75_%Small_25
TestCase1787,32,%Large_75_%Small_25
TestCase985,2,%Large_75_%Small_25
TestCase281,3,%Large_75_%Small_25
TestCase255,9,%Large_75_%Small_25
TestCase776,10,%Large_75_%Small_25
TestCase1100,14,%Large_75_%Small_25
TestCase108,10,%Large_75_%Small_25
TestCase2556,39,%Large_75_%Small_25
TestCase536,45,%Large_75_%Small_25
TestCase1360,14,%Large_75_%Small_25
TestCase715,54,%Large_75_%Small_25
TestCase396,42,%Large_75_%Small_25
TestCase820,12,%Large_75_%Small_25
TestCase2042,36,%Large_75_%Small_25
TestCase990,7,%Large_75_%Small_25
TestCase3510,48,%Large_75_%Small_25
TestCase684,20,%Large_75_%Small_25
TestCase1492,44,%Large_75_%Small_25
TestCase1296,33,%Large_75_%Small_25
TestCase3177,17,%Large_75_%Small_25
TestCase906,52,%Large_75_%Small_25
TestCase682,4,%Large_75_%Small_25
TestCase2245,17,%Large_75_%Small_25
TestCase497,7,%Large_75_%Small_25
TestCase2216,27,%Large_75_%Small_25
TestCase1068,27,%Large_75_%Small_25
TestCase3246,23,%Large_75_%Small_25
TestCase1026,2,%Large_75_%Small_25
TestCase2104,32,%Large_75_%Small_25
TestCase1703,38,%Large_75_%Small_25
TestCase697,58,%Large_75_%Small_25
TestCase2041,41,%Large_75_%Small_25
TestCase3300,42,%Large_75_%Small_25
TestCase2061,44,%Large_75_%Small_25
TestCase2330,53,%Large_75_%Small_25
TestCase2069,46,%Large_75_%Small_25
TestCase3093,19,%Large_75_%Small_25
TestCase703,56,%Large_75_%Small_25
TestCase3218,13,%Large_75_%Small_25
TestCase2724,13,%Large_75_%Small_25
TestCase1453,55,%Large_75_%Small_25
TestCase525,48,%Large_75_%Small_25
TestCase790,49,%Large_75_%Small_25
TestCase816,51,%Large_75_%Small_25
TestCase3037,31,%Large_75_%Small_25
TestCase2929,11,%Large_75_%Small_25
TestCase2090,45,%Large_75_%Small_25
TestCase334,47,%Large_75_%Small_25
TestCase618,58,%Large_75_%Small_25
TestCase280,9,%Large_75_%Small_25
TestCase0,4,%Large_75_%Small_25
TestCase2613,27,%Large_75_%Small_25
TestCase886,7,%Large_75_%Small_25
TestCase10,53,%Large_75_%Small_25
TestCase2098,33,%Large_75_%Small_25
TestCase1076,11,%Large_75_%Small_25
TestCase928,3,%Large_75_%Small_25
TestCase3724,46,%Large_75_%Small_25
TestCase1537,14,%Large_75_%Small_25
TestCase3209,14,%Large_75_%Small_25
TestCase0,33,%Large_75_%Small_25
TestCase3661,26,%Large_75_%Small_25
TestCase3352,51,%Large_75_%Small_25
TestCase3440,27,%Large_75_%Small_25
TestCase949,16,%Large_75_%Small_25
TestCase2871,11,%Large_75_%Small_25
TestCase2898,50,%Large_75_%Small_25
TestCase1189,16,%Large_75_%Small_25
TestCase101,10,%Large_75_%Small_25
TestCase1023,35,%Large_75_%Small_25
TestCase644,6,%Large_75_%Small_25
TestCase3618,45,%Large_75_%Small_25
TestCase120,2,%Large_75_%Small_25
TestCase2589,30,%Large_75_%Small_25
TestCase2377,41,%Large_75_%Small_25
TestCase432,10,%Large_75_%Small_25
TestCase3067,12,%Large_75_%Small_25
TestCase343,14,%Large_75_%Small_25
TestCase1026,56,%Large_75_%Small_25
TestCase3495,46,%Large_75_%Small_25
TestCase426,4,%Large_75_%Small_25
TestCase1548,54,%Large_75_%Small_25
TestCase485,10,%Large_75_%Small_25
TestCase837,59,%Large_75_%Small_25
TestCase2650,57,%Large_75_%Small_25
TestCase1182,5,%Large_75_%Small_25
TestCase1521,14,%Large_75_%Small_25
TestCase703,7,%Large_75_%Small_25
TestCase2602,56,%Large_75_%Small_25
TestCase2060,28,%Large_75_%Small_25
TestCase372,3,%Large_75_%Small_25
TestCase971,5,%Large_75_%Small_25
TestCase1025,2,%Large_75_%Small_25
TestCase3318,18,%Large_75_%Small_25
TestCase1004,1,%Large_75_%Small_25
TestCase1083,3,%Large_75_%Small_25
TestCase1310,31,%Large_75_%Small_25
TestCase1564,60,%Large_75_%Small_25
TestCase1893,18,%Large_75_%Small_25
TestCase775,2,%Large_75_%Small_25
TestCase883,1,%Large_75_%Small_25
TestCase1364,21,%Large_75_%Small_25
TestCase337,7,%Large_75_%Small_25
TestCase2190,29,%Large_75_%Small_25
TestCase576,9,%Large_75_%Small_25
TestCase528,48,%Large_75_%Small_25
TestCase836,3,%Large_75_%Small_25
TestCase992,33,%Large_75_%Small_25
TestCase428,59,%Large_75_%Small_25
TestCase1260,39,%Large_75_%Small_25
TestCase1501,50,%Large_75_%Small_25
TestCase2874,30,%Large_75_%Small_25
TestCase650,21,%Large_75_%Small_25
TestCase891,9,%Large_75_%Small_25
TestCase106,4,%Large_75_%Small_25
TestCase1206,38,%Large_75_%Small_25
TestCase2434,33,%Large_75_%Small_25
TestCase2372,29,%Large_75_%Small_25
TestCase2534,29,%Large_75_%Small_25
TestCase2052,16,%Large_75_%Small_25
TestCase963,5,%Large_75_%Small_25
TestCase902,54,%Large_75_%Small_25
TestCase262,6,%Large_75_%Small_25
TestCase2910,51,%Large_75_%Small_25
TestCase1720,60,%Large_75_%Small_25
TestCase814,5,%Large_75_%Small_25
TestCase1471,24,%Large_75_%Small_25
TestCase3722,55,%Large_75_%Small_25
TestCase2566,30,%Large_75_%Small_25
TestCase912,36,%Large_75_%Small_25
TestCase1368,11,%Large_75_%Small_25
TestCase1325,11,%Large_75_%Small_25
TestCase799,22,%Large_75_%Small_25
TestCase866,52,%Large_75_%Small_25
TestCase683,57,%Large_75_%Small_25
TestCase121,45,%Large_75_%Small_25
TestCase2110,12,%Large_75_%Small_25
TestCase1567,51,%Large_75_%Small_25
TestCase293,1,%Large_75_%Small_25
TestCase579,18,%Large_75_%Small_25
TestCase3115,12,%Large_75_%Small_25
TestCase47,8,%Large_75_%Small_25
TestCase1891,38,%Large_75_%Small_25
TestCase2917,51,%Large_75_%Small_25
TestCase81,38,%Large_75_%Small_25
TestCase514,54,%Large_75_%Small_25
TestCase1431,57,%Large_75_%Small_25
TestCase905,2,%Large_75_%Small_25
TestCase422,40,%Large_75_%Small_25
TestCase2999,33,%Large_75_%Small_25
TestCase1646,27,%Large_75_%Small_25
TestCase3260,18,%Large_75_%Small_25
TestCase1762,52,%Large_75_%Small_25
TestCase3301,33,%Large_75_%Small_25
TestCase1367,58,%Large_75_%Small_25
TestCase1036,27,%Large_75_%Small_25
TestCase2304,41,%Large_75_%Small_25
TestCase1673,18,%Large_75_%Small_25
TestCase2726,22,%Large_75_%Small_25
TestCase1571,51,%Large_75_%Small_25
TestCase106,59,%Large_75_%Small_25
TestCase678,3,%Large_75_%Small_25
TestCase3096,24,%Large_75_%Small_25
TestCase583,35,%Large_75_%Small_25
TestCase953,22,%Large_75_%Small_25
TestCase1057,10,%Large_75_%Small_25
TestCase3329,36,%Large_75_%Small_25
TestCase1185,24,%Large_75_%Small_25
TestCase249,51,%Large_75_%Small_25
TestCase3036,17,%Large_75_%Small_25
TestCase1518,53,%Large_75_%Small_25
TestCase58,10,%Large_75_%Small_25
TestCase544,9,%Large_75_%Small_25
TestCase3312,14,%Large_75_%Small_25
TestCase1090,32,%Large_75_%Small_25
TestCase1493,29,%Large_75_%Small_25
TestCase916,5,%Large_75_%Small_25
TestCase1907,56,%Large_75_%Small_25
TestCase876,23,%Large_75_%Small_25
TestCase1089,17,%Large_75_%Small_25
TestCase2564,18,%Large_75_%Small_25
TestCase362,1,%Large_75_%Small_25
TestCase3574,23,%Large_75_%Small_25
TestCase3481,40,%Large_75_%Small_25
TestCase960,36,%Large_75_%Small_25
TestCase701,5,%Large_75_%Small_25
TestCase1257,39,%Large_75_%Small_25
TestCase1485,54,%Large_75_%Small_25
TestCase608,39,%Large_75_%Small_25
TestCase3479,27,%Large_75_%Small_25
TestCase2903,17,%Large_75_%Small_25
TestCase1192,3,%Large_75_%Small_25
TestCase3642,58,%Large_75_%Small_25
TestCase3432,17,%Large_75_%Small_25
TestCase947,25,%Large_75_%Small_25
TestCase2573,49,%Large_75_%Small_25
TestCase3338,32,%Large_75_%Small_25
TestCase211,38,%Large_75_%Small_25
TestCase2382,29,%Large_75_%Small_25
TestCase817,32,%Large_75_%Small_25
TestCase2191,36,%Large_75_%Small_25
TestCase271,10,%Large_75_%Small_25
TestCase247,3,%Large_75_%Small_25
TestCase1731,13,%Large_75_%Small_25
TestCase254,2,%Large_75_%Small_25
TestCase3306,25,%Large_75_%Small_25
TestCase1963,23,%Large_75_%Small_25
TestCase487,9,%Large_75_%Small_25
TestCase1080,1,%Large_75_%Small_25
TestCase242,9,%Large_75_%Small_25
TestCase217,6,%Large_75_%Small_25
TestCase3561,40,%Large_75_%Small_25
TestCase430,39,%Large_75_%Small_25
TestCase2285,35,%Large_75_%Small_25
TestCase144,31,%Large_75_%Small_25
TestCase1293,14,%Large_75_%Small_25
TestCase145,6,%Large_75_%Small_25
TestCase662,6,%Large_75_%Small_25
TestCase2753,17,%Large_75_%Small_25
TestCase854,9,%Large_75_%Small_25
TestCase2644,18,%Large_75_%Small_25
TestCase97,44,%Large_75_%Small_25
TestCase77,7,%Large_75_%Small_25
TestCase1705,60,%Large_75_%Small_25
TestCase795,5,%Large_75_%Small_25
TestCase1037,8,%Large_75_%Small_25
TestCase1581,27,%Large_75_%Small_25
TestCase655,10,%Large_75_%Small_25
TestCase1789,27,%Large_75_%Small_25
TestCase56,6,%Large_75_%Small_25
TestCase2392,38,%Large_75_%Small_25
TestCase1335,55,%Large_75_%Small_25
TestCase1743,11,%Large_75_%Small_25
TestCase3232,54,%Large_75_%Small_25
TestCase2310,27,%Large_75_%Small_25
TestCase1237,7,%Large_75_%Small_25
TestCase2963,37,%Large_75_%Small_25
TestCase897,37,%Large_75_%Small_25
TestCase368,31,%Large_75_%Small_25
TestCase1018,48,%Large_75_%Small_25
TestCase2257,40,%Large_75_%Small_25
TestCase726,6,%Large_75_%Small_25
TestCase2419,42,%Large_75_%Small_25
TestCase882,8,%Large_75_%Small_25
TestCase405,9,%Large_75_%Small_25
TestCase553,5,%Large_75_%Small_25
TestCase1404,43,%Large_75_%Small_25
TestCase213,10,%Large_75_%Small_25
TestCase139,25,%Large_75_%Small_25
TestCase842,10,%Large_75_%Small_25
TestCase2227,38,%Large_75_%Small_25
TestCase2770,42,%Large_75_%Small_25
TestCase2777,12,%Large_75_%Small_25
TestCase1926,32,%Large_75_%Small_25
TestCase1901,26,%Large_75_%Small_25
TestCase1150,35,%Large_75_%Small_25
TestCase1902,23,%Large_75_%Small_25
TestCase1155,10,%Large_75_%Small_25
TestCase2363,25,%Large_75_%Small_25
TestCase160,54,%Large_75_%Small_25
TestCase1712,35,%Large_75_%Small_25
TestCase1246,7,%Large_75_%Small_25
TestCase1136,8,%Large_75_%Small_25
TestCase266,48,%Large_75_%Small_25
TestCase453,21,%Large_75_%Small_25
TestCase3082,45,%Large_75_%Small_25
TestCase348,14,%Large_75_%Small_25
TestCase2757,23,%Large_75_%Small_25
TestCase3403,21,%Large_75_%Small_25
TestCase669,6,%Large_75_%Small_25
TestCase129,45,%Large_75_%Small_25
TestCase3237,43,%Large_75_%Small_25
TestCase593,21,%Large_75_%Small_25
TestCase3658,26,%Large_75_%Small_25
TestCase1863,14,%Large_75_%Small_25
TestCase539,1,%Large_75_%Small_25
TestCase191,5,%Large_75_%Small_25
TestCase104,10,%Large_75_%Small_25
TestCase1102,44,%Large_75_%Small_25
TestCase785,23,%Large_75_%Small_25
TestCase476,40,%Large_75_%Small_25
TestCase3613,41,%Large_75_%Small_25
TestCase3673,57,%Large_75_%Small_25
TestCase1067,7,%Large_75_%Small_25
TestCase2441,35,%Large_75_%Small_25
TestCase1588,40,%Large_75_%Small_25
TestCase3710,46,%Large_75_%Small_25
TestCase1883,18,%Large_75_%Small_25
TestCase31,59,%Large_75_%Small_25
TestCase1170,2,%Large_75_%Small_25
TestCase126,54,%Large_75_%Small_25
TestCase960,5,%Large_75_%Small_25
TestCase770,9,%Large_75_%Small_25
TestCase1616,20,%Large_75_%Small_25
TestCase505,28,%Large_75_%Small_25
TestCase468,28,%Large_75_%Small_25
TestCase726,53,%Large_75_%Small_25
TestCase1249,59,%Large_75_%Small_25
TestCase1904,27,%Large_75_%Small_25
TestCase3150,16,%Large_75_%Small_25
